timestamp,event_type,query_type,zone_id,cache_key,latency_ms
1780461089.858418,hit,Q3,Z3,density:Z3:conf=0.5,289538.2950305939
1780461094.8812575,hit,Q1,Z1,count:Z1:conf=0.0,294409.3723297119
1780461095.385516,hit,Q1,Z2,count:Z2:conf=0.5,294862.94651031494
1780461095.8898346,hit,Q2,Z1,area:Z1:conf=0.5,295315.89365005493
1780461096.3926857,hit,Q1,Z5,count:Z5:conf=0.5,295768.0404186249
1780461096.8969994,hit,Q1,Z1,count:Z1:conf=0.7,296221.2677001953
1780461097.4009435,hit,Q1,Z5,count:Z5:conf=0.5,296674.5460033417
1780461097.9037406,consumer_lag,Q1,Z1,count:Z1:conf=0.7,1960.0
1780461097.9100564,hit,Q1,Z1,count:Z1:conf=0.7,297132.2958469391
1780461098.408472,hit,Q1,Z4,count:Z4:conf=0.7,297579.78892326355
1780461098.9115899,hit,Q1,Z4,count:Z4:conf=0.0,298031.7234992981
1780461099.4139192,hit,Q2,Z4,area:Z4:conf=0.0,298483.2968711853
1780461099.917495,hit,Q1,Z4,count:Z4:conf=0.5,298935.66131591797
1780461100.4214394,hit,Q2,Z5,area:Z5:conf=0.0,299388.89503479004
1780461100.9240358,hit,Q1,Z2,count:Z2:conf=0.0,299840.3785228729
1780461101.4271472,hit,Q2,Z2,area:Z2:conf=0.7,300292.30523109436
1780461101.9302237,hit,Q4,Z3,compare:density:Z3:Z2:conf=0.7,300744.2717552185
1780461102.4355862,hit,Q1,Z3,count:Z3:conf=0.5,301198.84991645813
1780461102.9372506,consumer_lag,Q4,Z3,compare:density:Z3:Z1:conf=0.7,1950.0
1780461102.9426715,hit,Q4,Z3,compare:density:Z3:Z1:conf=0.7,301654.3414592743
1780461103.4398234,hit,Q5,Z3,confidence_dist:Z3:bins=5,302100.77381134033
1780461104.0482438,miss,Q5,Z5,confidence_dist:Z5:bins=10,302658.74767303467
1780461104.44316,hit,Q2,Z2,area:Z2:conf=0.7,303002.9933452606
1780461104.945249,hit,Q3,Z3,density:Z3:conf=0.5,303454.843044281
1780461105.4467978,hit,Q1,Z4,count:Z4:conf=0.5,303905.6878089905
1780461105.949615,hit,Q3,Z1,density:Z1:conf=0.5,304358.3357334137
1780461106.4514015,hit,Q2,Z4,area:Z4:conf=0.5,304810.3885650635
1780461110.976559,hit,Q2,Z3,area:Z3:conf=0.5,309234.4172000885
1780461111.4759147,consumer_lag,Q2,Z2,area:Z2:conf=0.0,1940.0
1780461111.4817665,hit,Q2,Z2,area:Z2:conf=0.0,309689.4850730896
1780461111.97942,hit,Q2,Z1,area:Z1:conf=0.7,310136.46268844604
1780461112.3390198,hit,Q2,Z4,area:Z4:conf=0.0,305836.1928462982
1780461112.4826415,hit,Q2,Z5,area:Z5:conf=0.5,310589.5926952362
1780461112.8399682,hit,Q5,Z3,confidence_dist:Z3:bins=5,306286.639213562
1780461112.9866486,hit,Q2,Z4,area:Z4:conf=0.5,311042.5910949707
1780461113.3500946,hit,Q1,Z3,count:Z3:conf=0.0,306746.9410896301
1780461137.1899714,hit,Q3,Z5,density:Z5:conf=0.5,60.426950454711914
1780461137.2402456,hit,Q3,Z2,density:Z2:conf=0.5,59.75604057312012
1780461137.290973,hit,Q1,Z3,count:Z3:conf=0.5,59.497833251953125
1780461137.3413563,hit,Q1,Z1,count:Z1:conf=0.7,59.021711349487305
1780461137.3918257,hit,Q5,Z3,confidence_dist:Z3:bins=10,59.27848815917969
1780461137.4423742,hit,Q4,Z1,compare:density:Z1:Z5:conf=0.5,59.03172492980957
1780461137.6299195,miss,Q4,Z1,compare:density:Z1:Z2:conf=0.0,196.55776023864746
1780461137.6461105,hit,Q5,Z1,confidence_dist:Z1:bins=10,161.95178031921387
1780461137.695687,hit,Q1,Z1,count:Z1:conf=0.7,161.1957550048828
1780461137.7468557,hit,Q5,Z1,confidence_dist:Z1:bins=10,161.1936092376709
1780461137.796804,hit,Q2,Z2,area:Z2:conf=0.5,159.42621231079102
1780461137.848461,hit,Q2,Z1,area:Z1:conf=0.0,161.26585006713867
1780461137.9003196,hit,Q1,Z3,count:Z3:conf=0.5,162.09959983825684
1780461137.951196,hit,Q3,Z1,density:Z1:conf=0.0,162.5053882598877
1780461138.0010464,hit,Q4,Z1,compare:density:Z1:Z2:conf=0.5,161.55433654785156
1780461138.0519803,hit,Q1,Z2,count:Z2:conf=0.0,161.61537170410156
1780461138.1017058,hit,Q2,Z1,area:Z1:conf=0.7,160.4914665222168
1780461138.1531706,hit,Q1,Z3,count:Z3:conf=0.0,161.93318367004395
1780461138.2047205,hit,Q2,Z2,area:Z2:conf=0.0,162.6565456390381
1780461138.2563424,hit,Q5,Z1,confidence_dist:Z1:bins=10,164.34216499328613
1780461138.3053179,hit,Q1,Z1,count:Z1:conf=0.7,162.40787506103516
1780461138.3586102,hit,Q2,Z2,area:Z2:conf=0.5,164.42584991455078
1780461138.4095452,hit,Q5,Z2,confidence_dist:Z2:bins=5,164.46852684020996
1780461138.4610972,hit,Q3,Z1,density:Z1:conf=0.7,165.84229469299316
1780461138.5171106,hit,Q1,Z3,count:Z3:conf=0.0,170.92132568359375
1780461138.5618556,hit,Q1,Z1,count:Z1:conf=0.5,161.545991897583
1780461138.6099956,hit,Q3,Z1,density:Z1:conf=0.0,159.6388816833496
1780461138.6625416,hit,Q1,Z3,count:Z3:conf=0.5,162.17374801635742
1780461138.7124562,hit,Q1,Z1,count:Z1:conf=0.5,160.9961986541748
1780461138.7624955,hit,Q5,Z2,confidence_dist:Z2:bins=10,161.04507446289062
1780461138.814126,hit,Q1,Z4,count:Z4:conf=0.7,161.83781623840332
1780461138.865453,hit,Q3,Z1,density:Z1:conf=0.5,162.8715991973877
1780461139.0269458,miss,Q4,Z1,compare:density:Z1:Z4:conf=0.0,273.4498977661133
1780461139.068557,hit,Q3,Z1,density:Z1:conf=0.5,264.82343673706055
1780461139.1200702,hit,Q3,Z1,density:Z1:conf=0.0,265.01965522766113
1780461139.2805765,miss,Q4,Z3,compare:density:Z3:Z4:conf=0.7,374.3174076080322
1780461139.324978,hit,Q2,Z1,area:Z1:conf=0.0,367.8402900695801
1780461139.3753395,hit,Q1,Z1,count:Z1:conf=0.7,367.7194118499756
1780461139.4254124,hit,Q1,Z2,count:Z2:conf=0.5,366.88756942749023
1780461139.4770126,hit,Q1,Z1,count:Z1:conf=0.5,367.1708106994629
1780461139.5266604,hit,Q2,Z1,area:Z1:conf=0.0,365.97275733947754
1780461139.577503,hit,Q1,Z1,count:Z1:conf=0.0,365.57674407958984
1780461139.6273413,hit,Q3,Z1,density:Z1:conf=0.5,364.42041397094727
1780461139.6787543,hit,Q5,Z1,confidence_dist:Z1:bins=10,364.5164966583252
1780461139.7306645,hit,Q2,Z1,area:Z1:conf=0.5,365.57483673095703
1780461139.7813861,hit,Q3,Z3,density:Z3:conf=0.7,366.0707473754883
1780461139.8316882,hit,Q5,Z1,confidence_dist:Z1:bins=10,365.462064743042
1780461139.8825836,hit,Q3,Z1,density:Z1:conf=0.0,366.1763668060303
1780461139.9335952,hit,Q1,Z1,count:Z1:conf=0.5,366.3661479949951
1780461139.984365,hit,Q5,Z4,confidence_dist:Z4:bins=10,366.8358325958252
1780461140.0355217,hit,Q4,Z1,compare:density:Z1:Z2:conf=0.7,367.13290214538574
1780461140.087112,hit,Q4,Z1,compare:density:Z1:Z5:conf=0.5,366.8246269226074
1780461140.1382742,hit,Q1,Z4,count:Z4:conf=0.5,366.9276237487793
1780461140.1895783,hit,Q1,Z4,count:Z4:conf=0.7,367.92683601379395
1780461140.2406332,hit,Q2,Z4,area:Z4:conf=0.0,368.1216239929199
1780461140.2913558,hit,Q1,Z4,count:Z4:conf=0.7,367.6321506500244
1780461140.3429413,hit,Q3,Z1,density:Z1:conf=0.0,368.4051036834717
1780461140.393526,hit,Q2,Z1,area:Z1:conf=0.0,367.77544021606445
1780461140.4434805,hit,Q3,Z1,density:Z1:conf=0.0,366.91904067993164
1780461140.4956648,hit,Q1,Z1,count:Z1:conf=0.0,367.9163455963135
1780461140.5447261,hit,Q3,Z2,density:Z2:conf=0.0,366.1520481109619
1780461140.7090416,miss,Q4,Z2,compare:density:Z2:Z1:conf=0.5,479.1269302368164
1780461140.7522283,hit,Q1,Z1,count:Z1:conf=0.5,471.3246822357178
1780461140.8036444,hit,Q2,Z3,area:Z3:conf=0.0,471.1308479309082
1780461140.8546119,hit,Q3,Z1,density:Z1:conf=0.7,471.2486267089844
1780461140.9050534,hit,Q2,Z1,area:Z1:conf=0.7,471.4348316192627
1780461140.955043,hit,Q2,Z1,area:Z1:conf=0.5,470.134973526001
1780461141.0056357,hit,Q2,Z1,area:Z1:conf=0.0,471.3559150695801
1780461141.0560422,hit,Q4,Z1,compare:density:Z1:Z2:conf=0.7,470.88623046875
1780461141.1063945,hit,Q2,Z1,area:Z1:conf=0.0,465.7111167907715
1780461141.1574676,hit,Q2,Z3,area:Z3:conf=0.7,465.93666076660156
1780461141.2083387,hit,Q3,Z1,density:Z1:conf=0.7,465.6047821044922
1780461141.2596223,hit,Q5,Z3,confidence_dist:Z3:bins=10,465.9874439239502
1780461141.3108733,hit,Q1,Z2,count:Z2:conf=0.7,466.25494956970215
1780461141.3634672,hit,Q5,Z1,confidence_dist:Z1:bins=5,468.1258201599121
1780461141.412799,hit,Q1,Z2,count:Z2:conf=0.5,467.38123893737793
1780461141.4639096,hit,Q5,Z2,confidence_dist:Z2:bins=5,467.7000045776367
1780461141.5149143,hit,Q1,Z1,count:Z1:conf=0.5,468.5380458831787
1780461141.5659435,hit,Q3,Z1,density:Z1:conf=0.7,468.355655670166
1780461141.6175113,hit,Q4,Z1,compare:density:Z1:Z4:conf=0.0,468.8000679016113
1780461141.7772765,miss,Q4,Z2,compare:density:Z2:Z3:conf=0.5,577.8048038482666
1780461141.81996,hit,Q2,Z1,area:Z1:conf=0.7,569.0085887908936
1780461141.8704917,hit,Q3,Z2,density:Z2:conf=0.7,568.5238838195801
1780461141.9207587,hit,Q5,Z1,confidence_dist:Z1:bins=10,568.3920383453369
1780461142.079243,miss,Q1,Z5,count:Z5:conf=0.7,676.7690181732178
1780461142.124397,hit,Q2,Z1,area:Z1:conf=0.5,670.3510284423828
1780461142.175297,hit,Q1,Z2,count:Z2:conf=0.7,670.24827003479
1780461142.2258189,hit,Q5,Z1,confidence_dist:Z1:bins=10,669.6293354034424
1780461142.2762992,hit,Q3,Z1,density:Z1:conf=0.0,668.9491271972656
1780461142.32776,hit,Q1,Z1,count:Z1:conf=0.7,669.4619655609131
1780461142.3792155,hit,Q1,Z1,count:Z1:conf=0.7,670.985221862793
1780461142.4297512,hit,Q2,Z4,area:Z4:conf=0.0,670.4072952270508
1780461142.480501,hit,Q3,Z1,density:Z1:conf=0.5,671.2148189544678
1780461142.5312738,hit,Q2,Z1,area:Z1:conf=0.5,671.0894107818604
1780461142.581946,hit,Q3,Z1,density:Z1:conf=0.5,671.8671321868896
1780461142.6332111,hit,Q1,Z2,count:Z2:conf=0.7,672.2719669342041
1780461142.684443,hit,Q4,Z1,compare:density:Z1:Z4:conf=0.7,672.3537445068359
1780461142.734623,hit,Q1,Z1,count:Z1:conf=0.0,671.4286804199219
1780461142.785275,hit,Q5,Z1,confidence_dist:Z1:bins=5,671.5326309204102
1780461142.8357189,hit,Q2,Z1,area:Z1:conf=0.7,670.635461807251
1780461142.8921332,hit,Q1,Z1,count:Z1:conf=0.0,676.5105724334717
1780461142.9393396,hit,Q5,Z1,confidence_dist:Z1:bins=5,672.8320121765137
1780461142.9903343,hit,Q5,Z1,confidence_dist:Z1:bins=10,672.3916530609131
1780461143.0391672,hit,Q3,Z1,density:Z1:conf=0.7,669.9557304382324
1780461143.0929248,hit,Q1,Z1,count:Z1:conf=0.0,673.4883785247803
1780461143.1423268,hit,Q1,Z1,count:Z1:conf=0.7,671.9386577606201
1780461143.1933894,hit,Q1,Z1,count:Z1:conf=0.0,672.6365089416504
1780461143.2461855,hit,Q1,Z1,count:Z1:conf=0.7,674.4391918182373
1780461143.2976046,hit,Q1,Z4,count:Z4:conf=0.5,674.4499206542969
1780461143.347432,hit,Q3,Z4,density:Z4:conf=0.7,673.285722732544
1780461143.3989635,hit,Q5,Z1,confidence_dist:Z1:bins=5,674.6253967285156
1780461143.4485178,hit,Q3,Z4,density:Z4:conf=0.7,673.121452331543
1780461143.5003607,hit,Q4,Z1,compare:density:Z1:Z4:conf=0.5,674.4997501373291
1780461143.5509162,hit,Q3,Z1,density:Z1:conf=0.0,674.2069721221924
1780461143.6020753,hit,Q1,Z1,count:Z1:conf=0.0,674.3230819702148
1780461143.6527908,hit,Q2,Z5,area:Z5:conf=0.7,674.3617057800293
1780461143.7051852,hit,Q1,Z1,count:Z1:conf=0.0,676.7470836639404
1780461143.7509167,hit,Q3,Z2,density:Z2:conf=0.0,667.6604747772217
1780461143.801582,hit,Q2,Z1,area:Z1:conf=0.0,668.4567928314209
1780461143.8530202,hit,Q3,Z2,density:Z2:conf=0.7,669.1343784332275
1780461143.9033377,hit,Q1,Z2,count:Z2:conf=0.0,667.5913333892822
1780461143.9544203,hit,Q3,Z2,density:Z2:conf=0.0,667.290210723877
1780461144.0056539,hit,Q1,Z3,count:Z3:conf=0.7,668.0848598480225
1780461144.0575156,hit,Q2,Z1,area:Z1:conf=0.7,669.076681137085
1780461144.1078153,hit,Q1,Z1,count:Z1:conf=0.7,669.1997051239014
1780461144.1572483,hit,Q2,Z1,area:Z1:conf=0.5,667.7188873291016
1780461144.2073488,hit,Q5,Z1,confidence_dist:Z1:bins=10,666.5747165679932
1780461144.257397,hit,Q1,Z1,count:Z1:conf=0.5,665.7876968383789
1780461144.3082736,hit,Q2,Z1,area:Z1:conf=0.5,665.5178070068359
1780461144.3587961,hit,Q2,Z1,area:Z1:conf=0.7,665.1203632354736
1780461144.410586,hit,Q1,Z1,count:Z1:conf=0.5,670.6132888793945
1780461144.4605277,hit,Q4,Z3,compare:density:Z3:Z1:conf=0.0,669.6863174438477
1780461144.5114782,hit,Q1,Z1,count:Z1:conf=0.0,669.3439483642578
1780461144.561191,hit,Q3,Z2,density:Z2:conf=0.0,668.269157409668
1780461144.6126244,hit,Q2,Z1,area:Z1:conf=0.7,668.4701442718506
1780461144.6632755,hit,Q2,Z1,area:Z1:conf=0.0,668.2298183441162
1780461144.7144668,hit,Q3,Z2,density:Z2:conf=0.7,668.1065559387207
1780461144.7652721,hit,Q1,Z2,count:Z2:conf=0.7,667.9911613464355
1780461144.8162231,hit,Q1,Z1,count:Z1:conf=0.7,668.7321662902832
1780461144.8666816,hit,Q2,Z1,area:Z1:conf=0.0,668.2603359222412
1780461144.917309,hit,Q4,Z1,compare:density:Z1:Z3:conf=0.0,668.5106754302979
1780461144.9675105,hit,Q2,Z1,area:Z1:conf=0.0,667.8781509399414
1780461145.0184073,hit,Q1,Z4,count:Z4:conf=0.5,668.6429977416992
1780461145.0690289,hit,Q1,Z5,count:Z5:conf=0.5,668.3602333068848
1780461145.1197646,hit,Q1,Z1,count:Z1:conf=0.5,667.9668426513672
1780461145.1694643,hit,Q1,Z1,count:Z1:conf=0.5,666.8918132781982
1780461145.221013,hit,Q2,Z1,area:Z1:conf=0.7,668.4451103210449
1780461145.2715664,hit,Q1,Z1,count:Z1:conf=0.7,668.2584285736084
1780461145.3228977,hit,Q1,Z1,count:Z1:conf=0.5,668.4203147888184
1780461145.374807,hit,Q1,Z2,count:Z2:conf=0.0,669.4178581237793
1780461145.4262536,hit,Q1,Z1,count:Z1:conf=0.0,670.7675457000732
1780461145.477823,hit,Q2,Z4,area:Z4:conf=0.7,671.5319156646729
1780461145.5275393,hit,Q1,Z1,count:Z1:conf=0.0,670.2373027801514
1780461145.578274,hit,Q2,Z3,area:Z3:conf=0.7,670.3038215637207
1780461145.6295688,hit,Q3,Z2,density:Z2:conf=0.0,670.8300113677979
1780461145.68079,hit,Q2,Z1,area:Z1:conf=0.0,670.7408428192139
1780461145.7327724,hit,Q1,Z1,count:Z1:conf=0.0,671.9760894775391
1780461145.7830222,hit,Q3,Z1,density:Z1:conf=0.0,671.4770793914795
1780461145.8344254,hit,Q4,Z1,compare:density:Z1:Z2:conf=0.7,672.9879379272461
1780461145.88575,hit,Q3,Z2,density:Z2:conf=0.5,673.5830307006836
1780461145.936549,hit,Q3,Z3,density:Z3:conf=0.0,673.3763217926025
1780461145.9871202,hit,Q1,Z3,count:Z3:conf=0.0,672.9576587677002
1780461146.0393221,hit,Q1,Z1,count:Z1:conf=0.0,673.6876964569092
1780461146.0901294,hit,Q1,Z3,count:Z3:conf=0.0,674.015998840332
1780461146.1399405,hit,Q1,Z1,count:Z1:conf=0.7,672.6400852203369
1780461146.1907487,hit,Q3,Z2,density:Z2:conf=0.5,672.5113391876221
1780461146.2420537,hit,Q1,Z1,count:Z1:conf=0.0,672.9040145874023
1780461146.2930593,hit,Q3,Z1,density:Z1:conf=0.5,672.8289127349854
1780461146.3447082,hit,Q2,Z1,area:Z1:conf=0.0,673.7463474273682
1780461146.5019867,miss,Q4,Z3,compare:density:Z3:Z4:conf=0.5,779.8607349395752
1780461146.5471478,hit,Q1,Z1,count:Z1:conf=0.0,774.1739749908447
1780461146.5993428,hit,Q1,Z2,count:Z2:conf=0.7,775.1419544219971
1780461146.6503987,hit,Q2,Z2,area:Z2:conf=0.5,775.2978801727295
1780461146.7015827,hit,Q3,Z1,density:Z1:conf=0.7,775.3159999847412
1780461146.7513351,hit,Q3,Z3,density:Z3:conf=0.5,774.2350101470947
1780461146.8024564,hit,Q1,Z1,count:Z1:conf=0.0,774.0356922149658
1780461146.8520293,hit,Q1,Z3,count:Z3:conf=0.0,772.6929187774658
1780461146.9023428,hit,Q5,Z1,confidence_dist:Z1:bins=5,772.650957107544
1780461146.952155,hit,Q4,Z5,compare:density:Z5:Z1:conf=0.5,771.4879512786865
1780461147.0028193,hit,Q2,Z1,area:Z1:conf=0.0,770.7846164703369
1780461147.0531769,hit,Q3,Z3,density:Z3:conf=0.5,770.1601982116699
1780461147.1043696,hit,Q2,Z1,area:Z1:conf=0.0,770.2672481536865
1780461147.1541712,hit,Q1,Z2,count:Z2:conf=0.7,769.127368927002
1780461147.205275,hit,Q1,Z2,count:Z2:conf=0.0,768.8627243041992
1780461147.2553709,hit,Q2,Z3,area:Z3:conf=0.7,768.251895904541
1780461147.305965,hit,Q3,Z1,density:Z1:conf=0.0,767.5764560699463
1780461147.356885,hit,Q1,Z4,count:Z4:conf=0.7,767.7621841430664
1780461147.407778,hit,Q1,Z1,count:Z1:conf=0.0,767.4248218536377
1780461147.4578629,hit,Q2,Z1,area:Z1:conf=0.5,766.6678428649902
1780461147.5086942,hit,Q1,Z1,count:Z1:conf=0.5,767.2576904296875
1780461147.5597596,hit,Q3,Z2,density:Z2:conf=0.7,767.4803733825684
1780461147.6119142,hit,Q5,Z1,confidence_dist:Z1:bins=10,769.4473266601562
1780461147.6615274,hit,Q1,Z5,count:Z5:conf=0.0,768.2456970214844
1780461147.713409,hit,Q1,Z2,count:Z2:conf=0.0,769.9267864227295
1780461147.76279,hit,Q1,Z1,count:Z1:conf=0.7,768.5010433197021
1780461147.8134198,hit,Q1,Z1,count:Z1:conf=0.5,768.7375545501709
1780461147.8637655,hit,Q5,Z1,confidence_dist:Z1:bins=10,768.3265209197998
1780461147.9151797,hit,Q3,Z2,density:Z2:conf=0.0,769.5810794830322
1780461147.9663715,hit,Q2,Z2,area:Z2:conf=0.0,769.9520587921143
1780461148.0181258,hit,Q4,Z3,compare:density:Z3:Z2:conf=0.5,771.6665267944336
1780461148.0692148,hit,Q4,Z1,compare:density:Z1:Z2:conf=0.5,771.9297409057617
1780461148.1196399,hit,Q2,Z1,area:Z1:conf=0.7,772.160530090332
1780461148.1703022,hit,Q1,Z2,count:Z2:conf=0.7,771.8567848205566
1780461148.2216818,hit,Q2,Z5,area:Z5:conf=0.5,772.9179859161377
1780461148.2711976,hit,Q1,Z1,count:Z1:conf=0.0,771.5373039245605
1780461148.3213983,hit,Q2,Z5,area:Z5:conf=0.0,770.7691192626953
1780461148.373502,hit,Q2,Z1,area:Z1:conf=0.0,772.0949649810791
1780461148.4247887,hit,Q2,Z1,area:Z1:conf=0.7,773.1525897979736
1780461148.480499,hit,Q2,Z5,area:Z5:conf=0.7,778.0821323394775
1780461148.5287066,hit,Q1,Z4,count:Z4:conf=0.5,776.1576175689697
1780461148.5786173,hit,Q5,Z1,confidence_dist:Z1:bins=5,775.0990390777588
1780461148.6283069,hit,Q2,Z1,area:Z1:conf=0.5,774.5509147644043
1780461148.6794834,hit,Q4,Z4,compare:density:Z4:Z5:conf=0.5,774.7652530670166
1780461148.7301984,hit,Q3,Z1,density:Z1:conf=0.7,774.2457389831543
1780461148.7820024,hit,Q1,Z2,count:Z2:conf=0.7,775.2234935760498
1780461148.8332038,hit,Q3,Z1,density:Z1:conf=0.0,775.1572132110596
1780461148.883933,hit,Q1,Z2,count:Z2:conf=0.7,775.0155925750732
1780461149.0439088,miss,Q1,Z3,count:Z3:conf=0.5,883.7981224060059
1780461149.087912,hit,Q3,Z2,density:Z2:conf=0.5,876.9655227661133
1780461149.1389556,hit,Q2,Z1,area:Z1:conf=0.7,876.7092227935791
1780461149.190249,hit,Q4,Z3,compare:density:Z3:Z5:conf=0.5,877.227783203125
1780461149.241098,hit,Q3,Z1,density:Z1:conf=0.7,877.0020008087158
1780461149.292302,hit,Q2,Z1,area:Z1:conf=0.0,876.1463165283203
1780461149.3434393,hit,Q2,Z3,area:Z3:conf=0.0,875.8304119110107
1780461149.393637,hit,Q1,Z1,count:Z1:conf=0.5,876.2569427490234
1780461149.4433541,hit,Q1,Z2,count:Z2:conf=0.0,873.9042282104492
1780461149.4942057,hit,Q5,Z1,confidence_dist:Z1:bins=10,874.2976188659668
1780461149.5449104,hit,Q1,Z2,count:Z2:conf=0.0,874.0134239196777
1780461149.5975692,hit,Q3,Z1,density:Z1:conf=0.7,875.9057521820068
1780461149.6463292,hit,Q2,Z2,area:Z2:conf=0.5,873.957633972168
1780461149.697212,hit,Q2,Z3,area:Z3:conf=0.7,874.5512962341309
1780461149.7497995,hit,Q1,Z2,count:Z2:conf=0.5,876.0330677032471
1780461149.8013632,hit,Q4,Z2,compare:density:Z2:Z3:conf=0.0,876.1317729949951
1780461149.8534327,hit,Q1,Z1,count:Z1:conf=0.0,877.6757717132568
1780461149.9035432,hit,Q2,Z4,area:Z4:conf=0.5,876.9164085388184
1780461149.9535537,hit,Q1,Z1,count:Z1:conf=0.7,875.7767677307129
1780461150.0044124,hit,Q1,Z1,count:Z1:conf=0.5,875.6632804870605
1780461150.0547144,hit,Q4,Z1,compare:density:Z1:Z3:conf=0.5,874.6669292449951
1780461150.1057396,hit,Q3,Z1,density:Z1:conf=0.5,874.8900890350342
1780461150.1562135,hit,Q1,Z2,count:Z2:conf=0.5,873.8868236541748
1780461150.2067509,hit,Q1,Z2,count:Z2:conf=0.7,873.4455108642578
1780461150.2579908,hit,Q3,Z1,density:Z1:conf=0.5,874.4263648986816
1780461150.3101633,hit,Q2,Z3,area:Z3:conf=0.0,876.641035079956
1780461150.3604493,hit,Q1,Z1,count:Z1:conf=0.7,876.7266273498535
1780461150.412051,hit,Q4,Z1,compare:density:Z1:Z2:conf=0.0,877.4778842926025
1780461150.4648445,hit,Q3,Z5,density:Z5:conf=0.5,879.0850639343262
1780461150.5155532,hit,Q1,Z1,count:Z1:conf=0.0,877.9757022857666
1780461150.5678356,hit,Q1,Z2,count:Z2:conf=0.7,879.1840076446533
1780461150.619704,hit,Q1,Z1,count:Z1:conf=0.5,879.8999786376953
1780461150.6841674,hit,Q2,Z1,area:Z1:conf=0.7,893.5492038726807
1780461150.7255034,hit,Q2,Z3,area:Z3:conf=0.7,883.1348419189453
1780461150.771747,hit,Q2,Z3,area:Z3:conf=0.7,878.3748149871826
1780461150.8232372,hit,Q4,Z1,compare:density:Z1:Z4:conf=0.0,879.6834945678711
1780461150.8728943,hit,Q3,Z2,density:Z2:conf=0.5,878.4890174865723
1780461150.9237761,hit,Q1,Z5,count:Z5:conf=0.7,879.2157173156738
1780461150.9737344,hit,Q1,Z2,count:Z2:conf=0.7,878.3009052276611
1780461151.0247896,hit,Q3,Z2,density:Z2:conf=0.7,879.08935546875
1780461151.077067,hit,Q1,Z2,count:Z2:conf=0.7,880.3725242614746
1780461151.1280599,hit,Q3,Z1,density:Z1:conf=0.0,880.1403045654297
1780461151.1792505,hit,Q3,Z1,density:Z1:conf=0.0,880.2902698516846
1780461151.2301824,hit,Q3,Z2,density:Z2:conf=0.0,879.7614574432373
1780461151.2812874,hit,Q1,Z2,count:Z2:conf=0.0,879.1611194610596
1780461151.3339934,hit,Q1,Z1,count:Z1:conf=0.7,880.1529407501221
1780461151.3833969,hit,Q3,Z1,density:Z1:conf=0.7,878.4816265106201
1780461151.4349077,hit,Q1,Z2,count:Z2:conf=0.7,878.8266181945801
1780461151.4852488,hit,Q1,Z1,count:Z1:conf=0.7,878.309965133667
1780461151.5359182,hit,Q1,Z4,count:Z4:conf=0.7,877.7861595153809
1780461151.5863457,hit,Q3,Z3,density:Z3:conf=0.5,874.2296695709229
1780461151.7437968,miss,Q1,Z4,count:Z4:conf=0.5,980.6838035583496
1780461151.7881796,hit,Q1,Z4,count:Z4:conf=0.0,974.1215705871582
1780461151.838476,hit,Q2,Z1,area:Z1:conf=0.7,974.9965667724609
1780461151.8896487,hit,Q3,Z1,density:Z1:conf=0.5,975.3212928771973
1780461151.94034,hit,Q1,Z1,count:Z1:conf=0.7,975.6669998168945
1780461151.989765,hit,Q3,Z1,density:Z1:conf=0.5,974.2302894592285
1780461152.0416121,hit,Q1,Z1,count:Z1:conf=0.7,974.571704864502
1780461152.0911798,hit,Q2,Z5,area:Z5:conf=0.5,973.3247756958008
1780461152.1417289,hit,Q1,Z2,count:Z2:conf=0.0,972.6214408874512
1780461152.1924105,hit,Q2,Z5,area:Z5:conf=0.5,972.5241661071777
1780461152.242978,hit,Q2,Z1,area:Z1:conf=0.5,971.9569683074951
1780461152.2938602,hit,Q1,Z1,count:Z1:conf=0.0,971.5278148651123
1780461152.3448913,hit,Q4,Z3,compare:density:Z3:Z4:conf=0.5,972.219705581665
1780461152.3957546,hit,Q3,Z2,density:Z2:conf=0.7,972.1426963806152
1780461152.552686,miss,Q4,Z1,compare:density:Z1:Z3:conf=0.7,1077.8372287750244
1780461152.60159,hit,Q1,Z1,count:Z1:conf=0.0,1076.030969619751
1780461152.6520333,hit,Q3,Z2,density:Z2:conf=0.0,1076.3964653015137
1780461152.7033608,hit,Q1,Z1,count:Z1:conf=0.0,1076.9352912902832
1780461152.7531297,hit,Q4,Z3,compare:density:Z3:Z5:conf=0.0,1076.4966011047363
1780461152.8040986,hit,Q1,Z1,count:Z1:conf=0.0,1076.5650272369385
1780461152.8548167,hit,Q3,Z1,density:Z1:conf=0.7,1077.1031379699707
1780461152.9070632,hit,Q2,Z1,area:Z1:conf=0.0,1078.446626663208
1780461152.9586072,hit,Q3,Z1,density:Z1:conf=0.5,1078.890323638916
1780461153.008781,hit,Q2,Z1,area:Z1:conf=0.7,1078.2241821289062
1780461153.0594606,hit,Q3,Z3,density:Z3:conf=0.5,1078.5667896270752
1780461153.110052,hit,Q1,Z3,count:Z3:conf=0.5,1077.9223442077637
1780461153.1610851,hit,Q1,Z2,count:Z2:conf=0.7,1078.6664485931396
1780461153.2120929,hit,Q3,Z2,density:Z2:conf=0.5,1078.9358615875244
1780461153.2627833,hit,Q1,Z3,count:Z3:conf=0.0,1079.3280601501465
1780461153.3146217,hit,Q1,Z1,count:Z1:conf=0.0,1080.3310871124268
1780461153.3658454,hit,Q1,Z1,count:Z1:conf=0.5,1081.3868045806885
